"","Est","lci","uci","var","outcome_name"
"1",1.44941346707253,1.31252777526545,1.60057519400407,"alcohol","Acute Alcohol-Related Event"
"2",0.725185848589725,0.717777356316167,0.732670807134175,"anxiety","Anxiety"
"3",0.680623430564352,0.665496103816063,0.696094615095185,"asthma","Asthma exacerbations"
"4",0.694122164891465,0.656939091026957,0.733409818923143,"cba","Cerebrovascular Accident"
"5",0.528690275379587,0.508575379512406,0.549600744630867,"copd","COPD exacerbations"
"6",0.597807013187094,0.592194409326546,0.6034728112717,"depression","Depression"
"7",0.441312039630982,0.304846929256174,0.638865927888672,"diabetes","Diabetic Emergencies"
"8",0.726565260258885,0.680279570480185,0.776000192159876,"feedingdisorders","Eating Disorders"
"9",0.701702562589299,0.679855871921248,0.724251281308968,"hf","Heart Failure"
"10",0.902955345107223,0.841078281258433,0.969384626170348,"mi","Myocardial Infarction"
"11",0.880692479083899,0.816085608007293,0.950414068211349,"ocd","OCD"
"12",0.776823560172332,0.750164163399004,0.804430380817653,"selfharm","Self-harm"
"13",0.930376290894696,0.903613772791776,0.95793144009375,"smi","Severe Mental Illness"
"14",0.806914336755987,0.743769615763,0.875419932547807,"tia","Transient Ischaemic Attacks"
"15",0.966782412961238,0.794686371674929,1.17614730455386,"ua","Unstable Angina"
"16",1.09254523560265,1.0340312731095,1.15437039756886,"vte","Venous Thromboembolism"
