"","Est","lci","uci","var","outcome_name"
"1",1.04022349287424,1.03124830775632,1.04927679103952,"alcohol","Acute Alcohol-Related Event"
"2",1.00936981265473,1.00848527468585,1.01025512644794,"anxiety","Anxiety"
"3",0.971182950875163,0.969407750446577,0.97296140208915,"asthma","Asthma exacerbations"
"4",1.00808518543402,1.00335451096823,1.01283816436016,"cba","Cerebrovascular Accident"
"5",0.974401991275802,0.971170716867461,0.977644016764381,"copd","COPD exacerbations"
"6",1.01447752515948,1.013660828207,1.01529488011698,"depression","Depression"
"7",0.982540019776647,0.948587280768829,1.01770802754202,"diabetes","Diabetic Emergencies"
"8",1.00977966173022,1.00398791645855,1.01560481807462,"feedingdisorders","Eating Disorders"
"9",1.00715303433489,1.00441622357786,1.00989730229237,"hf","Heart Failure"
"10",1.00322153881507,0.996804932294242,1.00967945014681,"mi","Myocardial Infarction"
"11",1.00984798240601,1.00308974466995,1.01665175323373,"ocd","OCD"
"12",1.0247846437972,1.02198221785846,1.02759475440109,"selfharm","Self-harm"
"13",1.00377587209067,1.0012452950711,1.00631284496556,"smi","Severe Mental Illness"
"14",1.01239141821441,1.00513336537791,1.01970188134071,"tia","Transient Ischaemic Attacks"
"15",1.03244078191629,1.01441488377318,1.05078699574982,"ua","Unstable Angina"
"16",0.99329848189136,0.988441212478454,0.998179620266681,"vte","Venous Thromboembolism"
