"","Est","lci","uci","var","outcome_name"
"1",1.01326771220107,0.999619687124351,1.02710207673359,"alcohol","Acute Alcohol-Related Event"
"2",1.00873280261227,1.00723722386014,1.01023060204862,"anxiety","Anxiety"
"3",1.00097234209502,0.997628953758067,1.00432693524468,"asthma","Asthma exacerbations"
"4",1.00124157386523,0.993275443158418,1.00927159343477,"cba","Cerebrovascular Accident"
"5",0.996661968979173,0.990690880969642,1.00266904590584,"copd","COPD exacerbations"
"6",1.01579325139668,1.01441528697465,1.01717308762206,"depression","Depression"
"7",0.958934108431361,0.903153879864878,1.01815941315629,"diabetes","Diabetic Emergencies"
"8",0.999672801800441,0.990087933020503,1.0093504600251,"feedingdisorders","Eating Disorders"
"9",1.00184339004645,0.99724515985396,1.00646282236831,"hf","Heart Failure"
"10",0.981421613515311,0.97100024952506,0.991954825908764,"mi","Myocardial Infarction"
"11",0.989687036276309,0.978660760138412,1.00083754214776,"ocd","OCD"
"12",1.00004099594031,0.995491614214903,1.00461116827188,"selfharm","Self-harm"
"13",0.985986518683443,0.981760145312523,0.990231086143781,"smi","Severe Mental Illness"
"14",0.991666672438052,0.979834562941066,1.00364166198892,"tia","Transient Ischaemic Attacks"
"15",1.00238875064188,0.974332269768926,1.03125313467416,"ua","Unstable Angina"
"16",0.970520842481861,0.962540100169641,0.978567755801234,"vte","Venous Thromboembolism"
