"","Est","lci","uci","var","outcome_name"
"1",1.33283505318812,1.20862684338347,1.46980789706269,"alcohol","Acute Alcohol-Related Event"
"2",0.696689334748957,0.689936895867743,0.703507860008676,"anxiety","Anxiety"
"3",0.726676939330849,0.711950607886824,0.741707877352068,"asthma","Asthma exacerbations"
"4",0.644045376729661,0.610992480971565,0.678886336910838,"cba","Cerebrovascular Accident"
"5",0.528467849148987,0.509945885253887,0.547662557263526,"copd","COPD exacerbations"
"6",0.558376229922517,0.553367452924488,0.563430343607558,"depression","Depression"
"7",0.43023247381666,0.304072074750449,0.608737193898236,"diabetes","Diabetic Emergencies"
"8",0.681253558307653,0.639630821091794,0.725584814557012,"feedingdisorders","Eating Disorders"
"9",0.65767887668299,0.63813772417664,0.677818421396553,"hf","Heart Failure"
"10",0.81984920561264,0.765630516727342,0.877907430880324,"mi","Myocardial Infarction"
"11",0.782810945290189,0.727217182240173,0.842654699354637,"ocd","OCD"
"12",0.700739296727468,0.677592051402734,0.724677275894215,"selfharm","Self-harm"
"13",0.881268205046991,0.857149332016415,0.906065746326537,"smi","Severe Mental Illness"
"14",0.72539354434548,0.670637735968867,0.784620020550894,"tia","Transient Ischaemic Attacks"
"15",0.869098217086012,0.717895068896479,1.05214779104577,"ua","Unstable Angina"
"16",1.06046408903622,1.00670895976493,1.11708957512211,"vte","Venous Thromboembolism"
