"","Est","lci","uci","var","outcome_name"
"1",1.02985153059052,1.0160582841741,1.04383202379156,"alcohol","Acute Alcohol-Related Event"
"2",1.00947547069953,1.00798478338541,1.01096836255949,"anxiety","Anxiety"
"3",0.992827937561289,0.989547409578452,0.996119341085552,"asthma","Asthma exacerbations"
"4",1.00707093331715,0.999144341508302,1.0150604097915,"cba","Cerebrovascular Accident"
"5",0.996805069142618,0.990834520014898,1.00281159547558,"copd","COPD exacerbations"
"6",1.0165474641231,1.01517459418636,1.01792219065857,"depression","Depression"
"7",0.960557143301419,0.904817270277277,1.01973078527185,"diabetes","Diabetic Emergencies"
"8",1.00144607367728,0.991901291737362,1.01108270231913,"feedingdisorders","Eating Disorders"
"9",1.00307915141389,0.998531894891639,1.00764711587945,"hf","Heart Failure"
"10",0.987593767578946,0.977230298865993,0.998067140256081,"mi","Myocardial Infarction"
"11",0.989933429396779,0.978917055865993,1.00107377715505,"ocd","OCD"
"12",1.0021874380452,0.997790681823235,1.00660356853637,"selfharm","Self-harm"
"13",0.986547815010333,0.982347283611003,0.990766307943562,"smi","Severe Mental Illness"
"14",0.995989140005339,0.984264998706469,1.00785293423241,"tia","Transient Ischaemic Attacks"
"15",1.0024198173455,0.974365871923987,1.03128149205678,"ua","Unstable Angina"
"16",0.976090645943922,0.968189792413434,0.984055973905973,"vte","Venous Thromboembolism"
