"","Est","lci","uci","var","outcome_name"
"1",1.21911361659006,1.10468670092471,1.34539323132177,"alcohol","Acute Alcohol-Related Event"
"2",0.691004932517562,0.684312040116872,0.697763284542022,"anxiety","Anxiety"
"3",0.793072256261067,0.777384075890903,0.809077035608442,"asthma","Asthma exacerbations"
"4",0.618287569578155,0.586678035070201,0.651600189274376,"cba","Cerebrovascular Accident"
"5",0.526810433752016,0.508334852862275,0.545957515105067,"copd","COPD exacerbations"
"6",0.552322130485059,0.547376539210467,0.557312405576554,"depression","Depression"
"7",0.413319120475098,0.292270886613775,0.584501239003177,"diabetes","Diabetic Emergencies"
"8",0.668886482491263,0.628119840946538,0.712298987061635,"feedingdisorders","Eating Disorders"
"9",0.646840223484551,0.627775792634009,0.666483607088479,"hf","Heart Failure"
"10",0.78352220988885,0.731928798511155,0.83875242323827,"mi","Myocardial Infarction"
"11",0.779578151787086,0.724175251284433,0.839219641469172,"ocd","OCD"
"12",0.667297534939567,0.645095243458142,0.690263964355701,"selfharm","Self-harm"
"13",0.874565865829431,0.850660559062014,0.899142960756716,"smi","Severe Mental Illness"
"14",0.700059753125063,0.64750466819077,0.756880501440854,"tia","Transient Ischaemic Attacks"
"15",0.865931346822983,0.715083223306002,1.0486011599377,"ua","Unstable Angina"
"16",1.0143359246287,0.963295026522737,1.06808126240033,"vte","Venous Thromboembolism"
