"","Est","lci","uci","var","outcome_name"
"1",1.16142389354246,1.05544971326704,1.27803858728232,"alcohol","Acute Alcohol-Related Event"
"2",0.682833166111744,0.676613970506136,0.68910952635726,"anxiety","Anxiety"
"3",0.753385181818866,0.740155435273161,0.766851400577463,"asthma","Asthma exacerbations"
"4",0.647778539282734,0.616437186399399,0.680713372284126,"cba","Cerebrovascular Accident"
"5",0.586049202147064,0.567736986721275,0.604952073530883,"copd","COPD exacerbations"
"6",0.545643876966648,0.541018033192871,0.550309272898221,"depression","Depression"
"7",0.376111801126151,0.267552563468524,0.528718862239568,"diabetes","Diabetic Emergencies"
"8",0.649025747464811,0.611322710764337,0.689054100976533,"feedingdisorders","Eating Disorders"
"9",0.64135874128937,0.623406822310547,0.659827612254422,"hf","Heart Failure"
"10",0.789700882529753,0.739790588795557,0.842978395931732,"mi","Myocardial Infarction"
"11",0.70077233118421,0.653121261331944,0.751899975131515,"ocd","OCD"
"12",0.673341972338532,0.651875475852461,0.695515368360567,"selfharm","Self-harm"
"13",0.823133141885889,0.801993830654893,0.844829652514486,"smi","Severe Mental Illness"
"14",0.668190349686752,0.619891868219959,0.720251976681968,"tia","Transient Ischaemic Attacks"
"15",0.737874710337807,0.612339278306096,0.889146111388169,"ua","Unstable Angina"
"16",1.00323985408983,0.955344071106386,1.05353687249931,"vte","Venous Thromboembolism"
