"","Est","lci","uci","var","outcome_name"
"1",1.04658776376275,1.03689518225002,1.0563709485862,"alcohol","Acute Alcohol-Related Event"
"2",1.01289484404493,1.01191586134567,1.01387477386556,"anxiety","Anxiety"
"3",0.980435017235218,0.978420812507384,0.982453368461812,"asthma","Asthma exacerbations"
"4",1.01353664435904,1.00831361629141,1.01878672752318,"cba","Cerebrovascular Accident"
"5",0.988511727482191,0.984809678371674,0.992227693157417,"copd","COPD exacerbations"
"6",1.02031426494326,1.01940694540197,1.0212223920411,"depression","Depression"
"7",0.989235148362903,0.951382211819874,1.02859415132922,"diabetes","Diabetic Emergencies"
"8",1.0128571968282,1.00646994161152,1.01928498681647,"feedingdisorders","Eating Disorders"
"9",1.01165793190179,1.00864522666137,1.01467963574015,"hf","Heart Failure"
"10",1.00576315554116,0.998772339047025,1.01280290362195,"mi","Myocardial Infarction"
"11",1.01456412849884,1.00703696416722,1.02214755511764,"ocd","OCD"
"12",1.023778941668,1.02077194131186,1.02679480007634,"selfharm","Self-harm"
"13",1.00335030847158,1.00057256500884,1.00613576337777,"smi","Severe Mental Illness"
"14",1.01578940808635,1.00784770568715,1.02379369001681,"tia","Transient Ischaemic Attacks"
"15",1.02826690543013,1.00874533490392,1.04816626379102,"ua","Unstable Angina"
"16",0.992378591997239,0.987144837878149,0.997640095015101,"vte","Venous Thromboembolism"
