"","Est","lci","uci","var","outcome_name"
"1",1.02037515170741,1.00897930712228,1.03189970584375,"alcohol","Acute Alcohol-Related Event"
"2",1.01119982457837,1.00999858923167,1.01240248860663,"anxiety","Anxiety"
"3",0.994310725277219,0.991707011232528,0.996921275339755,"asthma","Asthma exacerbations"
"4",1.00818752675148,1.00173592473625,1.01468067980579,"cba","Cerebrovascular Accident"
"5",0.997469925812451,0.992768555394856,1.00219356011389,"copd","COPD exacerbations"
"6",1.0195684320957,1.01845621663463,1.02068186216297,"depression","Depression"
"7",0.968912891618094,0.924183799580945,1.01580680376503,"diabetes","Diabetic Emergencies"
"8",1.00639107705916,0.998612564100037,1.01423017934595,"feedingdisorders","Eating Disorders"
"9",1.00830646366382,1.00459410517312,1.01203254073547,"hf","Heart Failure"
"10",0.994559378825972,0.98604190694428,1.00315042499162,"mi","Myocardial Infarction"
"11",1.00426159418062,0.995211104794456,1.01339438907737,"ocd","OCD"
"12",1.00946973124467,1.00576569622243,1.0131874074912,"selfharm","Self-harm"
"13",0.994466600240899,0.991054908873241,0.997890036303915,"smi","Severe Mental Illness"
"14",1.0041403868813,0.994473505082123,1.01390123659741,"tia","Transient Ischaemic Attacks"
"15",1.01364787108632,0.990506382447315,1.03733002105363,"ua","Unstable Angina"
"16",0.979156921040873,0.972730954466134,0.985625338250324,"vte","Venous Thromboembolism"
