"","Est","lci","uci","var","outcome_name"
"1",0.999907511222046,0.982105794553729,1.0180319030218,"alcohol","Acute Alcohol-Related Event"
"2",1.00768131862039,1.00570625247399,1.00966026351994,"anxiety","Anxiety"
"3",1.00487719088849,1.00037413805665,1.00940051362139,"asthma","Asthma exacerbations"
"4",0.991704370088417,0.981346305866648,1.00217176319213,"cba","Cerebrovascular Accident"
"5",0.999053064245065,0.990996251550774,1.00717537893363,"copd","COPD exacerbations"
"6",1.01356957177073,1.01176478601586,1.01537757690196,"depression","Depression"
"7",0.932242615219379,0.861250971472485,1.00908599516028,"diabetes","Diabetic Emergencies"
"8",1.00120995726224,0.988504658960339,1.01407855737913,"feedingdisorders","Eating Disorders"
"9",0.990843357801023,0.984857653105642,0.996865442028601,"hf","Heart Failure"
"10",0.96194926796333,0.948510169128745,0.975578780547144,"mi","Myocardial Infarction"
"11",0.981657324559911,0.967090626385498,0.99644343205328,"ocd","OCD"
"12",0.994913914645834,0.988813451495317,1.00105201447149,"selfharm","Self-harm"
"13",0.982699380282339,0.977065650953822,0.98836559351418,"smi","Severe Mental Illness"
"14",0.980080801011798,0.964612902701379,0.995796732369951,"tia","Transient Ischaemic Attacks"
"15",0.969764351014394,0.934643879522136,1.00620452035614,"ua","Unstable Angina"
"16",0.956525461757262,0.946064538207513,0.967102054922661,"vte","Venous Thromboembolism"
