"","Est","lci","uci","var","outcome_name"
"1",1.28755337807076,1.16500073131693,1.4229979920334,"alcohol","Acute Alcohol-Related Event"
"2",0.718743248632792,0.711425469934786,0.726136298581739,"anxiety","Anxiety"
"3",0.74941651240841,0.733165786565222,0.766027437943496,"asthma","Asthma exacerbations"
"4",0.660730641096762,0.625586583635391,0.697849013236799,"cba","Cerebrovascular Accident"
"5",0.527015194637954,0.506955143944571,0.547869015033898,"copd","COPD exacerbations"
"6",0.591033421768282,0.585507529751765,0.596611465945149,"depression","Depression"
"7",0.424534812932954,0.293446386415522,0.614183086708084,"diabetes","Diabetic Emergencies"
"8",0.71220398060519,0.667092325565178,0.760366279975019,"feedingdisorders","Eating Disorders"
"9",0.689748187619518,0.668530790412031,0.711638968836712,"hf","Heart Failure"
"10",0.855265427232291,0.797095504469799,0.917680437183483,"mi","Myocardial Infarction"
"11",0.876925203087392,0.812589522387104,0.946354574632979,"ocd","OCD"
"12",0.739644715225424,0.714681265799041,0.765480125114583,"selfharm","Self-harm"
"13",0.922754583956893,0.896353832655515,0.949932929600911,"smi","Severe Mental Illness"
"14",0.7739728972525,0.714001267721906,0.838981767627258,"tia","Transient Ischaemic Attacks"
"15",0.963323039364819,0.791639848115732,1.17223922011996,"ua","Unstable Angina"
"16",1.03697610093006,0.982081980343037,1.09493856462422,"vte","Venous Thromboembolism"
