weekDate,numEligible,time,stratifier,category,lockdown,numOutcome
01jan2017,485515,0,ethnicity,0,0,5029
01jan2017,41203,0,ethnicity,1,0,331
01jan2017,500972,0,gender,1,0,5602
01jan2017,882141,0,overall,1,0,8297
01jan2017,30297,0,region,1,0,315
01jan2017,21876,0,ethnicity,2,0,139
01jan2017,381169,0,gender,2,0,2695
01jan2017,158004,0,region,2,0,1624
01jan2017,6956,0,ethnicity,3,0,40
01jan2017,32373,0,region,3,0,338
01jan2017,9498,0,ethnicity,4,0,59
01jan2017,23406,0,region,4,0,246
01jan2017,317093,0,ethnicity,5,0,2699
01jan2017,144115,0,region,5,0,1606
01jan2017,43360,0,region,6,0,404
01jan2017,112592,0,region,7,0,1138
01jan2017,115881,0,region,8,0,1000
01jan2017,144994,0,region,9,0,938
01jan2017,71168,0,region,10,0,640
01jan2017,4429,0,region,11,0,29
01jan2017,1522,0,region,12,0,19
01jan2017,126046,0,age,20,0,345
01jan2017,121166,0,age,30,0,607
01jan2017,130758,0,age,40,0,807
01jan2017,151529,0,age,50,0,1284
01jan2017,142438,0,age,60,0,1640
01jan2017,102330,0,age,70,0,1389
01jan2017,69801,0,age,80,0,1258
01jan2017,32877,0,age,90,0,812
01jan2017,5196,0,age,100,0,155
08jan2017,486010,1,ethnicity,0,0,4398
08jan2017,41227,1,ethnicity,1,0,352
08jan2017,501384,1,gender,1,0,4886
08jan2017,882930,1,overall,1,0,7379
08jan2017,30318,1,region,1,0,279
08jan2017,21908,1,ethnicity,2,0,138
08jan2017,381546,1,gender,2,0,2493
08jan2017,158101,1,region,2,0,1563
08jan2017,6967,1,ethnicity,3,0,45
08jan2017,32389,1,region,3,0,286
08jan2017,9511,1,ethnicity,4,0,46
08jan2017,23424,1,region,4,0,216
08jan2017,317307,1,ethnicity,5,0,2400
08jan2017,144208,1,region,5,0,1373
08jan2017,43380,1,region,6,0,335
08jan2017,112747,1,region,7,0,945
08jan2017,115983,1,region,8,0,890
08jan2017,145213,1,region,9,0,880
08jan2017,71214,1,region,10,0,569
08jan2017,4430,1,region,11,0,33
08jan2017,1523,1,region,12,0,10
08jan2017,126112,1,age,20,0,369
08jan2017,121412,1,age,30,0,549
08jan2017,130969,1,age,40,0,712
08jan2017,151678,1,age,50,0,1144
08jan2017,142527,1,age,60,0,1365
08jan2017,102385,1,age,70,0,1347
08jan2017,69799,1,age,80,0,1129
08jan2017,32856,1,age,90,0,655
08jan2017,5192,1,age,100,0,109
15jan2017,486261,2,ethnicity,0,0,3550
15jan2017,41260,2,ethnicity,1,0,270
15jan2017,501587,2,gender,1,0,4108
15jan2017,883318,2,overall,1,0,6140
15jan2017,30330,2,region,1,0,235
15jan2017,21916,2,ethnicity,2,0,124
15jan2017,381731,2,gender,2,0,2032
15jan2017,158124,2,region,2,0,1209
15jan2017,6972,2,ethnicity,3,0,44
15jan2017,32398,2,region,3,0,267
15jan2017,9520,2,ethnicity,4,0,55
15jan2017,23432,2,region,4,0,162
15jan2017,317389,2,ethnicity,5,0,2097
15jan2017,144194,2,region,5,0,1176
15jan2017,43387,2,region,6,0,267
15jan2017,112890,2,region,7,0,836
15jan2017,116038,2,region,8,0,683
15jan2017,145318,2,region,9,0,746
15jan2017,71255,2,region,10,0,514
15jan2017,4430,2,region,11,0,29
15jan2017,1522,2,region,12,0,16
15jan2017,126198,2,age,20,0,347
15jan2017,121550,2,age,30,0,465
15jan2017,131053,2,age,40,0,701
15jan2017,151760,2,age,50,0,939
15jan2017,142581,2,age,60,0,1131
15jan2017,102408,2,age,70,0,992
