weekDate,numEligible,time,stratifier,category,lockdown,numOutcome
01jan2017,182453,0,ethnicity,0,0,3036
01jan2017,3048,0,ethnicity,1,0,44
01jan2017,132967,0,gender,1,0,2500
01jan2017,283406,0,overall,1,0,4618
01jan2017,14877,0,region,1,0,279
01jan2017,2086,0,ethnicity,2,0,12
01jan2017,150439,0,gender,2,0,2118
01jan2017,60924,0,region,2,0,1154
01jan2017,766,0,ethnicity,3,0,8
01jan2017,11409,0,region,3,0,225
01jan2017,767,0,ethnicity,4,0,9
01jan2017,6905,0,region,4,0,105
01jan2017,94286,0,ethnicity,5,0,1509
01jan2017,47419,0,region,5,0,765
01jan2017,12366,0,region,6,0,205
01jan2017,37036,0,region,7,0,569
01jan2017,30381,0,region,8,0,505
01jan2017,36756,0,region,9,0,469
01jan2017,23229,0,region,10,0,308
01jan2017,1585,0,region,11,0,18
01jan2017,519,0,region,12,0,16
01jan2017,14445,0,age,50,0,177
01jan2017,46909,0,age,60,0,611
01jan2017,83332,0,age,70,0,1272
01jan2017,88906,0,age,80,0,1544
01jan2017,43636,0,age,90,0,855
01jan2017,6178,0,age,100,0,159
08jan2017,182414,1,ethnicity,0,0,2615
08jan2017,3049,1,ethnicity,1,0,35
08jan2017,132913,1,gender,1,0,2103
08jan2017,283306,1,overall,1,0,3995
08jan2017,14856,1,region,1,0,211
08jan2017,2089,1,ethnicity,2,0,32
08jan2017,150393,1,gender,2,0,1892
08jan2017,60902,1,region,2,0,941
08jan2017,766,1,ethnicity,3,0,11
08jan2017,11404,1,region,3,0,203
08jan2017,767,1,ethnicity,4,0,6
08jan2017,6897,1,region,4,0,107
08jan2017,94221,1,ethnicity,5,0,1296
08jan2017,47402,1,region,5,0,606
08jan2017,12355,1,region,6,0,180
08jan2017,37033,1,region,7,0,544
08jan2017,30389,1,region,8,0,444
08jan2017,36748,1,region,9,0,397
08jan2017,23216,1,region,10,0,331
08jan2017,1585,1,region,11,0,17
08jan2017,519,1,region,12,0,14
08jan2017,14444,1,age,50,0,123
08jan2017,46940,1,age,60,0,546
08jan2017,83340,1,age,70,0,1113
08jan2017,88856,1,age,80,0,1323
08jan2017,43573,1,age,90,0,759
08jan2017,6153,1,age,100,0,131
15jan2017,182210,2,ethnicity,0,0,2026
15jan2017,3048,2,ethnicity,1,0,30
15jan2017,132748,2,gender,1,0,1601
15jan2017,282984,2,overall,1,0,3064
15jan2017,14839,2,region,1,0,195
15jan2017,2089,2,ethnicity,2,0,14
15jan2017,150236,2,gender,2,0,1463
15jan2017,60816,2,region,2,0,777
15jan2017,767,2,ethnicity,3,0,5
15jan2017,11405,2,region,3,0,139
15jan2017,766,2,ethnicity,4,0,6
15jan2017,6885,2,region,4,0,74
15jan2017,94104,2,ethnicity,5,0,983
15jan2017,47324,2,region,5,0,481
15jan2017,12343,2,region,6,0,149
15jan2017,37033,2,region,7,0,359
15jan2017,30362,2,region,8,0,318
15jan2017,36711,2,region,9,0,340
15jan2017,23166,2,region,10,0,201
15jan2017,1582,2,region,11,0,18
15jan2017,518,2,region,12,0,13
15jan2017,14452,2,age,50,0,125
15jan2017,46940,2,age,60,0,456
15jan2017,83302,2,age,70,0,825
15jan2017,88754,2,age,80,0,1001
15jan2017,43428,2,age,90,0,564
15jan2017,6108,2,age,100,0,93
22jan2017,181971,3,ethnicity,0,0,2001
22jan2017,3048,3,ethnicity,1,0,30
22jan2017,132615,3,gender,1,0,1604
22jan2017,282624,3,overall,1,0,3014
22jan2017,14821,3,region,1,0,184
22jan2017,2086,3,ethnicity,2,0,14
22jan2017,150009,3,gender,2,0,1410
22jan2017,60755,3,region,2,0,740
22jan2017,765,3,ethnicity,3,0,5
22jan2017,11405,3,region,3,0,147
22jan2017,766,3,ethnicity,4,0,7
22jan2017,6878,3,region,4,0,88
22jan2017,93988,3,ethnicity,5,0,957
22jan2017,47254,3,region,5,0,430
22jan2017,12334,3,region,6,0,150
22jan2017,36944,3,region,7,0,395
22jan2017,30296,3,region,8,0,325
22jan2017,36698,3,region,9,0,303
22jan2017,23141,3,region,10,0,226
